rep,trip,date,species,pod,month,day,time,type,month_char,month_split,mpa_mean,mpa_sd,mpa_se
2,9,2014-10-24,abco,2,10,24,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-24,abco,4,10,24,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
2,9,2014-10-24,abco,4,10,24,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-24,arpa,2,10,24,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-24,arpa,2,10,24,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
1,9,2014-10-24,arpa,4,10,24,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-24,arpa,4,10,24,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
1,9,2014-10-24,cade,2,10,24,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
2,9,2014-10-24,cade,2,10,24,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-24,cade,4,10,24,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
2,9,2014-10-24,cade,4,10,24,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-24,ceco,2,10,24,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-24,ceco,2,10,24,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
1,9,2014-10-24,ceco,4,10,24,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-24,ceco,4,10,24,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
1,9,2014-10-25,abco,4,10,25,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
2,9,2014-10-25,abco,4,10,25,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-25,abco,5,10,25,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
2,9,2014-10-25,abco,5,10,25,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-25,arpa,4,10,25,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-25,arpa,4,10,25,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
3,9,2014-10-25,arpa,4,10,25,md,shrub,Oct,late Oct.,-2.7,NA,NA
1,9,2014-10-25,arpa,5,10,25,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-25,arpa,5,10,25,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
1,9,2014-10-25,cade,4,10,25,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
2,9,2014-10-25,cade,4,10,25,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-25,cade,5,10,25,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
2,9,2014-10-25,cade,5,10,25,md,tree,Oct,late Oct.,-2.1,0.3218251521733946,0.11378237372909994
1,9,2014-10-25,ceco,4,10,25,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-25,ceco,4,10,25,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
1,9,2014-10-25,ceco,5,10,25,md,shrub,Oct,late Oct.,-3.2875,0.35228843701879126,0.12455277137479862
2,9,2014-10-25,ceco,5,10,25,md,shrub,Oct,late Oct.,-3.35,0.26726124191242434,0.09449111825230679
